,,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,UgwLX0HJZcOOGZ7UJht4AaABAg,Mandraquex3000,4 weeks ago,1.51077E+12,It's interesting that the only channel I get an error message on is the TYT network.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.409,Surprise,0.646
,Ugz8rbpFljW1Viz_-H94AaABAg,Justin Murray,4 weeks ago,1.51077E+12,Kudos Uygur. Kudos.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,Ugx6FkL97BdoKdaG3Id4AaABAg,Smedleywallacekennedy,4 weeks ago,1.51077E+12,I think I saw this fucknut on ��� Undersover Boss.�۪,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.404,Surprise,0.753
,Ugzw9RxRdm7Ea6ifx2t4AaABAg,Saul Goodman,4 weeks ago,1.51077E+12,kick rocks cloobeck,0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.593,Happiness,0.245
,UgyhaF0z_kYLS0eqXYJ4AaABAg,OZMX,4 weeks ago,1.51077E+12,DEMOCRATS AND REPUBLICANS LEGAL PROSTITUTES.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.413,Empty tweets / Garbage / No sentiments,0.527
,UgxfE-rO5mFHBDgLV514AaABAg,Steven Ushman,4 weeks ago,1.51077E+12,this guy is such a cartoon of himself... like is he real or is this some actor paid to be mcscrooge. jesus i hate his face so much.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.588,Hate,0.292
,UgxpIXc8sL1Feq5MT_h4AaABAg,mewabe4,4 weeks ago,1.51077E+12,"This interview clearly shows who is in charge in America...and it is not the people. But the majority of the people don't care, they have bread and circus...fast food and reality shows...their stomachs and brains filled with garbage. And that's all they want.",0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.569,Anger,0.222
,UgyNUlJIzq2dtSRoCe94AaABAg,Julia Clark,4 weeks ago,1.51077E+12,"Come to the corruption campaign, love.",0,FALSE,0,,,,,,,/Positive/Love/,Positive,0.682,Love,0.746
,UgznftVNqhThaxzhbDR4AaABAg,Peter Petrov,4 weeks ago,1.51077E+12,"""The financial contributions will stop."" Will they? Maybe it's the donors' turn to contribute and vote for the lesser of two evils. One party wants your money, and the other wants to throw you in jail and take your money. This hopefully is a little glimpse into the future. Politicians need to realize that THEY have the power over the multinational corporations. ""Nice business you've got there! It'd be a shame if something bad happened to it!""",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.599,Worry,0.283
,Ugyk-sxK92kBAo_IBlt4AaABAg,paineite,4 weeks ago,1.51077E+12,Great broadcast and stunning display of corporate entitlement. I don't give a tinker's damn whether he shoveled manure as a kid for a penny a shovel. From each according to their ability; to each according to their need.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.424,Worry,0.233
,Ugz4KZmzkgVV0ETqXPR4AaABAg,herbsta magus,4 weeks ago,1.51077E+12,so you are just doing anti democrat propaganda now....  interesting,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.38,Empty tweets / Garbage / No sentiments,0.55
,UgwGSiHhjy40ELy-w_F4AaABAg,PoweredbyPlants,4 weeks ago,1.51077E+12,I love it when Cenk gets all fired up! Never back down until we reclaim our democracy...,0,FALSE,0,,,,,,,/Positive/Love/,Positive,0.467,Love,0.26
,Ugx9fUqJsIYTfFDqced4AaABAg,syphe101,4 weeks ago,1.51077E+12,This is one of the best video TYT have done in some time. Goodjob,0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.511,Happiness,0.27
,UgwsFc9owNB5W77Odgp4AaABAg,EASYTIGER10,4 weeks ago,1.51077E+12,"Why is donating legal???   Oh hang on, I know....",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.434,Surprise,0.854
,Ugw5tcVTWQdKsVaPvOF4AaABAg,dwf dwf,4 weeks ago,1.51077E+12,goes to show ya all parties have a$$holes. But Trump bought and paid for the presidency.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.376,Worry,0.256
,UgzQyUBXLQ1rJs4v0eR4AaABAg,Fredrika Jacobsson,4 weeks ago,1.51077E+12,"That gravy train riding fat cat hasn't seen his tiny shriveled up dick in decades. It's a serious case of affluenza when pricks like this have been able to go through life believing that them opting not to grace any situation with their presence and influence is any sort of threat. If encountered, he could not get out of my business fast enough.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.691,Worry,0.256
,Ugx-JemgJDHOOgMfVjV4AaABAg,ThatGuyyZeus,4 weeks ago,1.51077E+12,You're paying these people just as much as your would pay in taxes just to control them..... shame,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.367,Anger,0.234
,UgyjSSPLjapSX2eNB8l4AaABAg,BlackHearthguard,4 weeks ago,1.51077E+12,Maybe Cloobeck should take his money and buy a neck?,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.428,Surprise,0.603
,UgyFGfGJ9oWqpqWBR-p4AaABAg,Charlie,4 weeks ago,1.51077E+12,"Solution: everyone has the same limit on campaign donations, no more than a couple hundred dollars or so. This would also control these overpriced political campaigns.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.503,Worry,0.275
,UgxDDZSX4ZerZbkojBt4AaABAg,tamperresistant mind,4 weeks ago,1.51077E+12,The time for bloody retribution is overdue.,0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.354,Sadness,0.232
,Ugxyxn_wBjB_b31ge2x4AaABAg,Collin 02456,4 weeks ago,1.51077E+12,"dude has done well for himself, he should be proud. and if the Democrats are gonna hate on him, why should he give them his money? of course they serve him. our society doesn't place convicts and bums at the top of our priorities, it's for people who do something with themselves. I don't see the problem. Schumer better get his act together.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.652,Hate,0.271
,UgySBwkIfqwoV02mrph4AaABAg,Venaroma EDM,4 weeks ago,1.51077E+12,"Damn, can't get any clearer than that! What more do you need to get these guys out of office? Crazy times!",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.703,Worry,0.246
,UgwIgP9FKHkMUf_6xm54AaABAg,hermenutic,4 weeks ago,1.51077E+12,"If the Democrats can free themselves from corporate influence and if these new progressive Democrats get elected and make the changes happen they are working for there may be hope.  I doubt there will be any success if the corporate interests call the shots.  Don't take their money and you don't have to genuflect to them.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.519,Worry,0.282
,UgykeUJnfHq3Rg-sBJB4AaABAg,trollbot east,4 weeks ago,1.51077E+12,"In the cartoon, ""A Bug's Life,"" at least the ants realized that together they vastly outnumbered, and thus could defeat, the mean grasshoppers.",0,FALSE,0,,,,,,,/Positive/Relief/,Positive,0.375,Relief,0.27
,Ugzx_gyrwCUjjoQZDhV4AaABAg,Bruce Hauge,4 weeks ago,1.51077E+12,Poor guy doesn't have a neck.,1,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.797,Worry,0.259
,Ugz-zSA7g6divfwxeRh4AaABAg,Taran Marduk,4 weeks ago,1.51077E+12,It's time to face the facts. The Democratic party has been Communist since FDR. Karl Marx owns the Democratic party.,1,FALSE,0,,,,,,,/Positive/Relief/,Positive,0.473,Relief,0.217
,UgyWmGNWTSbsCpXGYY94AaABAg,uZiiTV,4 weeks ago,1.51077E+12,We need our own version of the French revolution. Cut these motherfuckers heads off.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.453,Empty tweets / Garbage / No sentiments,0.538
,UgxwYfIfZgGd4yQG-714AaABAg,Kevin P,4 weeks ago,1.51077E+12,What the hell are the Democratic principles that Cloobeck is fighting for?,0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.474,Boredom,0.233
,UgzOcugCnNJnKdBQAPB4AaABAg,Woody Benson,4 weeks ago,1.51077E+12,"That's nice.  Both parties are being bought by billionaires, perhaps even the same billionaires.  Billionaires, like Hillary, want things rigged.  Who'd o' thought it?",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.436,Worry,0.243
,Ugymlw4FvYYcI6KcSQp4AaABAg,Dennis Francis,4 weeks ago,1.51077E+12,"This man is full of BS. No billionaire has ever in the history of the world ""started with nothing"". The USA has built a massive infrastructure for incubating and fostering entrepreneurship and prosperity. That infrastructure did not come cheap but from the blood, sweat, tears and sacrifice of millions of people over a century. Whether it's the roads, bridges, power grids, rule of law or stable currency; businesses large and small have benefited from our joint effort to fund and grow our nation while maintaining a stable economic and political environment for all of us to enjoy.The greed and short-sightedness of those who feel entitled to avoid reinvesting in the country is sickening our system. They pay for Socialist privileges for themselves by legal graft and collusion with state and federal representatives while denying the rest of us the benefits and services we are entitled to as members of the Commonwealth. To add insult to injury, they pour millions of dollars into fostering anti-government sentiments among folks who then believe that they should support these oligarchs out of pride and allegiance. Unfortunately, there is nothing behind the sentiments since there is no positive return for these supporters of the oligarch endgame. They will simply be separated from their birthright and their chance at the American dream. In turn, the oligarchs will get their followers to blame the opposition for any failings the oligarch policies may produce. Stockholm Syndrome.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.691,Worry,0.231
,UgwhvQ1nJk8TTuhl6SF4AaABAg,Stevo!,4 weeks ago,1.51077E+12,"Say tomorrow morning, all the billionaires decide ""we've had it, we're spitting the dummy and going to live on an island by ourselves"".....Can you imagine the fighting once they'd realise houses don't clean  themselves.....and food doesn't miraculously appear in front of you. Particularly this turd.",0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.555,Sadness,0.223
,UgzOVV8AFNnQxX4NE0h4AaABAg,LuisimiTV,4 weeks ago,1.51077E+12,Dems and Libs are very honest LOL.. CENK CHUNK whatever is lame... HIllary is the biggest donor taker in the world  F'off all hypocrites...,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.467,Worry,0.237
,UgybSqBUlvQJ16G21Wx4AaABAg,Hey You,4 weeks ago,1.51077E+12,Cenky cenky cenky!,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,UgxpZFmtDFu4CJ03Us14AaABAg,Hey You,4 weeks ago,1.51077E+12,Omg. Dems are really looking out for us! 90 percent of ceo's are democrats now. U think this is early 2000's? There is no dems or repulicans its a fake reality show. Its us against the establishment. Right cenk. We need a 3rd party? Oboma was a horrible president. Can we say it now? Obama was all establishment.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.485,Worry,0.224
,UgziKV1GRqjUf0J1DfF4AaABAg,orlock20,4 weeks ago,1.51077E+12,"There would already be tax cuts if it wasn't for those pesky Republicans that do care about the deficit. It's the CEOs that were lying about the tax cuts hurting their business.  In the 1990s, CEOs reported false gains to boost their stock prices. Companies were paying more in taxes that what they technically had to pay. The 1990s was a boom time for businesses.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.616,Worry,0.262
,UgwCa2P0vQS8oqr_0Dp4AaABAg,Lawrence,4 weeks ago,1.51077E+12,Didn�۪t we always know this was about how much money the republican congressmen get from their donors.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.395,Worry,0.226
,UgwOZ9bVeBUOCTBCjc14AaABAg,keyvet,4 weeks ago,1.51077E+12,I had to go take my blood pressure pill after watching this. This billionaire prick makes me SICK to my stomach,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.499,Hate,0.229
,Ugx8m44UkkSrE0lm6-54AaABAg,HackTheTruth,4 weeks ago,1.51077E+12,"The solution is simple. Political donations should be limited to private citizens with an annual cap of $1,000.00. Problem solved!",1,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.44,Enthusiasm,0.246
,Ugy1EtpkgRi7gcuE7FR4AaABAg,Charlie Tompkins,4 weeks ago,1.51077E+12,Money embedded in politics has to go. Our beloved sad ass government has catered to corporate ���donor�۝ money for far to long. CEO�۪s have absolutely no business in politics. None!! But one was elected president this kinda of fuckery and bullshit should be expected.,0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.736,Sadness,0.235
,UgyzDqf-ypXHjf_y5Dt4AaABAg,hungfao,4 weeks ago,1.51077E+12,There is such a thing as 'doing well' and then there is 'obscenely doing well'. I've worked directly beneath some of these CEOs. Many have way more money than they need. How is it you need $300 million? Wouldn't $200 million be enough?  Etc.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.554,Worry,0.276
,UgwCrmTzKQSnkvrf3s14AaABAg,Christopher O'Neil,4 weeks ago,1.51077E+12,Get money out of politics !!!,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.474,Anger,0.269
,Ugw6zkDWuO6Yy0-RWtV4AaABAg,Jynx,4 weeks ago,1.51077E+12,Is it just me or does this guy make you think this is what the love child of Donald Trump and Alex Jones would look/sound like?,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.4,Worry,0.262
,UgyedHcllW98REHPP3F4AaABAg,John clewis,4 weeks ago,1.51077E+12,"Did he say ""shit"" on that station? Not to be a prude just surprised.",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.425,Surprise,0.811
,Ugx1g2HP5O4iT4sRD7t4AaABAg,buddy51,4 weeks ago,1.51077E+12,"In the past few weeks alone, the ���corporatist�۝ Dems have all voted no on a budget resolution to lower corporate taxes. They also voted no on the Republican plan to prevent citizens from launching class action lawsuits against big banks. Seems to me the corporations and big banks haven�۪t exactly been getting their money�۪s worth out of the Dems Cenk claims are all in their pockets.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.597,Worry,0.247
,UgxSUi_5ngmuxVcz6ih4AaABAg,Thelma Lopez,4 weeks ago,1.51077E+12,Cenk everything is so bleak what can we do? It seems we know what is happening but as of now do we just listen?,0,FALSE,0,,,,,,,/Positive/Relief/,Positive,0.376,Relief,0.269
,UgwKAIv_zrQwyMs7-Nh4AaABAg,James Rockford,4 weeks ago,1.51077E+12,"Cenk no one dies in the street, they go to the emergency room and we pay for it.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.574,Worry,0.266
,UgyjsFKHEY38mCwMPX14AaABAg,John clewis,4 weeks ago,1.51077E+12,Same guy who gave so much back on Undercover Boss?,0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.444,Happiness,0.324
,UgyI3ad69jFXWll2pWR4AaABAg,Eric Price,4 weeks ago,1.51077E+12,He needs a new brand... like Join the Republican Party with the other Sociopaths that have no concern for the working class.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.536,Worry,0.262
,UgyRYNk32jDhtBswTmR4AaABAg,Clayton Brown,4 weeks ago,1.51077E+12,"Lindsay Graham is soooooo gay, not that there's anything wrong with it.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.557,Worry,0.242
,UgyakIp7hPZ122f2bNR4AaABAg,Aaron Wantuck,4 weeks ago,1.51077E+12,"The funny thing here is, the system is not designed so that the people with the most money win when it comes to electing officials.  Its about the number of votes.  However it has turned into the former.  If people begin to realize this the elite like this guy will soon find out that no matter how much money you throw at it, it will boil down to you are just one man with one vote.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.462,Hate,0.236
,UgyIJz9AjWikeJHcNR14AaABAg,Taralya Mcdonough,4 weeks ago,1.51077E+12,"We need to get rid of donors and super packs so this guy goes, and this guys threats want mean anything!",1,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.374,Hate,0.28
,Ugw9kvrA1uUyTmH14fh4AaABAg,Adeel1432,4 weeks ago,1.51077E+12,this should be shown in every intro to American politics course,0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.35,Enthusiasm,0.324
,UgwEQbbSLwIKfc-00Ch4AaABAg,James M,4 weeks ago,1.51077E+12,He has the party he seeks... Republican. Bring them to the center... Not the liberals.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.474,Worry,0.252
,UgzahPQcUcG0ozBVV6N4AaABAg,ashitakaharuo,4 weeks ago,1.51077E+12,it boggles my mind that the USA allows this kind of bribery and people apparently believe that it's normal.,0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.409,Boredom,0.222
,Ugx0lcuDZarE6RSBrnF4AaABAg,Queen of Hearts Baby,4 weeks ago,1.51077E+12,"Demo's. ARE. EVIL. SCUM. _�Ӵ_��__�ӴThey. Want. 2. Destroy. US. _���_��__���So. They. Can. STEAL. OUR. _��__��__��_As. Usual.  _�ң���_�ң. _�_�_�_�_�_�",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.373,Worry,0.23
,Ugwf5ta8aM1zxqdnslx4AaABAg,The Alchemist,4 weeks ago,1.51077E+12,Keep speaking that truth brother _٤�,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.58,Surprise,0.676
,UgyAmgtHtnXs_C32RVF4AaABAg,BM,4 weeks ago,1.51077E+12,"These useless pieces of garbage use their money to control the parties and keep them from doing what's right. They want them to do what's beneficial to them, not what's right. They can call themselves democrats but they're not.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.419,Worry,0.239
,UgzXpDwq3eVLBCePc4l4AaABAg,monkeymuggs,4 weeks ago,1.51077E+12,"He's had enough.Wow, must be nice paying someone 30 an HR to shop for you at whole foods.",0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.362,Happiness,0.335
,Ugyy-Z5HtIYFbSUt5-B4AaABAg,monkeymuggs,4 weeks ago,1.51077E+12,She's a joke,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.432,Surprise,0.67
,Ugw-zuCSEClaKqYvrXN4AaABAg,Mike Lake,4 weeks ago,1.51077E+12,Why the hell YouTube just play a Koch ad before this video?!,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.409,Empty tweets / Garbage / No sentiments,0.506
,UgwNSrHiNplqMHCiL0B4AaABAg,Tony A,4 weeks ago,1.51077E+12,"Out of respect for this gentleman's position, I will no longer call obnoxious rich pricks, ""billionaires""��.�� However, this does leave me with a bit of predicament;�� when I do want to refer to obnoxious rich pricks, what an I supposed to call them?�� ""Obnoxious rich pricks"" is certainly accurate, but it is a bit clumsy.�� I thought of using ""GOP"", but not all obnoxious rich pricks are Repugnicans, just the vast majority.�� So I'm sort of stuck with ""obnoxious rich pricks""��until I can think of something else to call them...",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.617,Hate,0.213
